content,score,sentiment
kendala di verifikasi ulang selalu gagal dan muncul sementara transaksi tidak dapat diproses padahal pulsa udah kepotong berkalikali,2,0
good,5,2
fitur nfc rada kurang sensitif mohon perbaikannya,4,2
mestinya bisa dioperasikan tanpa menggunakan kartu yg terdaftar seperti aplikasi bni mobile banking pin atau kode verifikasi kan bisa dikirim tidak hanya via sms tapi whatsapp email atau lainnya terima kasih,1,0
bad potongan ghaib itu untuk apa sih biaya adm sdh tak byar,2,0
tolong lebih di modern kan lagi tampilanya,5,2
transfer ke sesama bca error mulu nih pas tahap terakhir masukin kode selalu log out sendiri tapi pas cek mutasi gak ada transaksi tolong dibetulkan urgent terimakasih,2,0
update tampilan dong ,4,2
berharap agar fitur bisa lebih lengkap lagi seperti mbca dan agak bingung juga kenapa  bank mengeluarkan  aplikasi mobile,3,1
tolong ditambahin pilihan llg untuk transfer antar bank dong biar ga repot kl mo transfer antar bank ga usa buka web lagi makasih,5,2
bca paling top,5,2
jelekk,1,0
bagus tapi untuk perusahaan sebesar bca aplikasinya seharusnya lebih baik dari ini,4,2
mengapa stlh ganti hp  download aplikasi tdk bisa tampil dilayar desktop,5,2
sebulan relogin x dngn alasan kartu sim card berbeda padahal ga pernah ganti sim card payah,1,0
i love this app thank you,5,2
sukaass,5,2
ok lah,5,2
im looking to change the language to english which is what my system is set to and it appears not to be possible,1,0
imho untuk bank dengan reputasi pelayanan paling baik di indonesia cukup heran memiliki aplikasi dengan user interface yang bisa dibilang paling jelek tampilannya kurang menarik ditambah tidak ada riwayat transaksi yang mudah diakses semua harus melalu mutasi rekening yang sangat terbatas rentang waktunya dan sangat merepotkan karena harus berulang kali bolakbalik maaf saya beri  bintang agar menjadi motifasi untuk segera diperbaiki terimakasih,2,0
kurang nih bca mobile nya ga ada riwayat transaksi hasil pengurangan nya gitu saran saya ada in dong misal tabungan jt terus beli online pake bca mobile k di riwayatnya adain dong jt  k  k  sisa uang kasih bintang  dulu biar dilirik nanti ganti kok hehe,5,2
good,5,2
aplikasi bermanfaat sayang masih belum dilengkapi fasilitas untuk transfer ke proxy address bifast,4,2
optimalisasi untuk samsung fold  masih kurang font pemilihan daftar transfer dan font nominal saldo tidak mengikuti font system aspect ratio perpindahan dari cover screen ke main screen tidak adaptive,2,0
ok,5,2
good,5,2
bad performance errors occur regularly,1,0
okok,5,2
sering banget lampu biru padahal koneksi bagus lancar dan ga ada hambatan apapun,1,0
ui jadul,1,0
isi saldo flazz x hanya saldo rekening terpotong tetapi saldo flazz tidak terisi good job bca,1,0
selalu gagal setiap kali ingin membuka rekening mohon bantuannya,5,2
beli voucher pln prabayar saldo terpotong tapi voucher tidak masuk payaahh,1,0
good,5,2
nomor saya xl mau pakai mbangking kenapa tidak ada sms balasan saat aktivasi sehingga tidak bisa digunakan,3,1
ayo pake brimobuka rekening gampang di bukarekeningbricoid,5,2
saya sudah mencoba berulang kali mencoba apa yang di sarankan developer pada saya namun masih saja saya tidak bisa mendaftarkan rekening saya kirakira yang kurang apa mengapa aplikasi ini sangat buruk ketika ada kasus ganti handphone atau mendaftarkan rekening jika itu kurang ada dimana beberapa biaya pulsa yang diperlukan supaya daftar koneksi secepat apa supaya bisa daftar hey developer check aplikasinya baikbaik nomor  itu dicheck tidak bisa terima pesan aktivasi mengapa,1,0
,5,2
sangat baik dan sangat mudah dan cepat,5,2
kenapa sekarang tiap ada saldo masuk ke rekening otomatis dipotong rb buat saya pedagang online kecilmerasa harus pindah bank padahal sudah nyaman memakai mbca,3,1
bad ui minimum functionality why i should download different app for different feature ga praktis,1,0
halo hari ini kenapa tiba tidak bisa transaksi jika dengan wifi  padahal settingan tidak ada yang berubah,3,1
this apps is useless i cant even check my transaction from last month really difficult to understand as much as i want to save money here but this apps just made me choose the competitors ,1,0
excellent,5,2
meski ribet mekanisme daftar rek tujuan dimaklumi tapi mengapa setelah daftar rek tujuan tidak langsung saja ada menu transfer ke rek yg baru didaftarkan ini jadinya bener² ribet ,3,1
selalu bagus pelayanannya ramah cepat dan humble,5,2
kok update mutasi ga bisa lg error,3,1
i love how bca making the interface so simple and understandable,5,2
great,5,2
pengen ditambahin fitur notifikasi transfer berhasil masuk transfer dan lainnya agar tidak perlu ngecek ngecek apakah sudah masuk apa belum,4,2
gak bisa screenshot bukti transfer karena setiap kali mau screenshot bukti transfer nya ketutup tolong bikin agar bukti transfernya tutup hanya ketika user pencet tombol,3,1
why i cant topup my flazz through bca mobile,3,1
apakah bca stiap ada transaksi debit kredit tidak ada notifikasi berupa sms dr bca lgsg gitu masa kita hrus crosscheck mulu di aplikasi bahkan sesudah transferpun cek di rek mutasi pun gak ada perubahan lemot apa gimana nih bca,1,0
kok ga bs scan qr yah  ud kebuka scan nya cm ga bs muncul pilihan transfer nya,2,0
good,5,2
setiap cek saldo ujungujungnya harus update app walaupun update x juga tetap ga bisa cek saldo,1,0
shortcut bwt qr bca nya blm petfect msh sk error pas dibuka  ga lgsg k qr smga cpt disempurnakan,3,1
always updated and always efficient to use,5,2
i was though mobile banking bca is the flawless banking app among all mobile banking bank at indonesia but the i was totally wrong this app make me disappointed the app always required me to repeat the verification and then i go to the offline bank to meet wcs so the cs told me she cant do anything because of the application system oh please bca i need to reverify like almost every week its waste my time my sms credit,1,0
setelah telp halobca ternyata layanan saya terblokir seperti janji saya  stars pelayanan yg memuaskan ,5,2
sangat untuk bertransaksi ,5,2
terima kasih bca,5,2
okay coolman,5,2
its simple app but there is no periodic auto debit or scheduled transaction and also there is no feature for international transfer transaction which is for less than usd  or equivalent i think bca should improve this feature for individual customer,3,1
kapok kapok banget pake aplikasi ini pas ganti hp udah  kali coba udah  kali telp halo bcaudah email halo bca tetep aja ga bisa verifikasi di hp baru buang buang waktu dan pulsa saja developernya pecat saja ini ga becus urus verifikasi doank sebesar bca aplikasinya kaya kaya gini malu sama bank lain yang lebih smooth,1,0
 ,4,2
safe and reliable rarely got any error,5,2
kalau bisa jadi satu sama app mybca mungkin lebih baik,4,2
sebenarnya saya tidak memiliki masalah dalam penggunaan aplikasinya menurut saya aplikasi ini sangat bagus dan berguna namun saya menyarankan untuk melakukan uodate di ui interface nya krn tampilan aplikasi ini tidak seperti interface aplikasi yang elegan di jaman sekarang,4,2
new bug says i changed sim already happened twice now when i didnt change anything now i have to waste money for premium sms that sometime fails to relogin,1,0
qris error,1,0
saya beli sbn sr di welma bca tapi hingga hari ini belum dapat email konfirmasi kepemilikan sbn dari bca seri sbn sbr yang juga saya beli di welma mendapatkan konfirmasi kepemilikan sbn yang di email dari bca saya hubungi halo bca malahan di minta datang ke kcu kcp prioritas  entah apa arti prioritas itu apakah kcp biasa gak bisa bantu lalu apa fungsi halo bca yang isinya cuman robot penjawab saja,1,0
,5,2
blm ada menu ganti no hp diaplikasibank sebelah lebih lengkap menunya,4,2
fitur ganti kartu untuk rekening expresi mohon di aktifkan dan bisa pilih desain kartu sendiri,5,2
tidak bisa di perbaruipenyimpanan sudah kosong internet penuh tpi ttp saja,1,0
good,5,2
saya sangat menyukai aplikasi ini namun beberapa hari ini saya tidak dapat menggunakan mobile banking seperti biasanya indikator selalu merah walapun sudah saya upgrade versi baru juga sudah saya keluar lalu masuk lagi di aplikasi kemudian saya uninstall dan saya install kembali namun saya malah tidak dapat masuk ke aplikasi lagi,4,2
saya install baru di hp baru kode otp nggak dikirim kirim saya jd kesulitan transaksi padahal urgent,2,0
ok terima kasih atas perbaikannya tetap selalu menjadi bank yang inovatif serta dalam pelayanannya,5,2
alhamdulillah,5,2
bikin susah registrasi gagal terus alasannya koneksi putus padahal baikbaik aja udah dicoba sampe kali apakah saya mesti pindah bank,1,0
 sementara transaksi tidak dapat diproses,1,0
bruh i updated and it still says no transaction can be done why i need it like right freakin now,1,0
kenapa tidak bisa transfer bahkan cek saldo di aplikasi ini,3,1
selalu update jika perlu bgt tidak bisa digunakan saat maintenance update bahkan error,1,0
hari ini tiba saya ga bisa masuk mbanking dgn pesan untuk sementara waktu transaksi tidak dapat dilakukan saya uninstall dan install kembali malah dapat pesan yg sama setelah memasukkan  nomor di kartu atm,1,0
sekarang bca mobile sering gangguan kode  gangguang sistem tidak bisa transaksi,3,1
jangan gangguan terus lah kesel jg lama pake bca menghambat banget,1,0
error ,1,0
good,5,2
good job,5,2
aplikasi sampah ini kecewa saya beli pulsa saldo terdebet pulsa gak masukkonsumen gak semuanya bodohsaya beli sesuatu di channel payment lain kalau tidak verified di provider dana otomatis balik contoh  kalau saya beli pulsa dan pulsa tidak masuk sistemnya  kalau di payment lain itu tidak terima balikan sukses dari si provider maka dana saya tidak dipotong sistem api nya sekelas bca kok gak smart yakecewa dan kapok beli apa dari aplikasi ini sampah,1,0
,5,2
bca selalu yg terbaik penanganan masalah juga cepat pr dan cs nya professional luar biasa bca,5,2
nothing wrong with my connection but the red light is always onwaiting like forever for green lightcant use this appi need to pay my bills through mbanking asapfixed it ,1,0
good,5,2
asiapp,5,2
semakin diupdate semakin lambat lampu merah teruss sudah coba login logout beberapa kali tapi tidak ada perubahan,1,0
tidak bisa login proses verifikasi sangat lama sdh menunggu lama pada akhirnya proses verifikasi gagal padahal sinyal saya bagus dan tidak ada masalah sdh coba x tapi proses verifikasi selalu gagal,1,0
saya tidak bisa top up flazz bca hanya bisa cek saldo,2,0
pembayaran via qr ada bugnya saya udah rugi rb  transaksi dimana semua transaksinya motong saldo tapi status pembayaran qrnya gagal untuk pemrosesan pengembalian uangnya juga lama sekali udah hampir sebulan jadi mikir  kali untuk menggunakan bank ini untuk kebutuhan sehari,1,0
great,5,2
mbca saya dijebol orangada transaksi debit qris yg g tau dr manauang sya berkurang sampai jttp bank anggap itu cuma kelalaian nasabahpdhl nasabah g tau apa jarang pake qrisga ada info dr bank pembayaran qris ny itu dioutlet mana kan bisa ditrace harusnya biar kelacakmalah lepas tangansaya fikir mbangking bca safety ternyata bisa dihack orang jg,1,0
tidal bisa masuk pulsa habis cuma buat verifikasi terus,1,0
verifikasi sms berkalikali sampe pulsa rp  padahal password input udah bener asudahlah,1,0
pembayaran melalui mbanking selalu pending sudah mencoba berulang kali tetapi tetap pending,1,0
kenapa trf ke bank lain bni selalu tidak bisa alasannya tidak terdaftar padahal sudah terdaftar bahkan berkali hapus daftar hapusdan bbrp norek bni sama,4,2
saya pribadi kurang suka tampilannya masih kalah dengan yang lain semoga kedepan ada improvement karena yang saat ini masih seperti mbanking jamanjaman dulu,2,0
sms for verifying device doesnt return otp code phone credit wasted,1,0
sering sekali minta verifikasi ulang dalam sebulan karna kartu sim tidak dikenal padahal sim card sudah baru chipnya dan tidak pernah terlepas dari smartphone kita harus masukkan nokartu lagi dan sms ke bcaribet dan ruwet mohon diperbaiki lagisangat merugikan nasabah saat kondisi penting dan mendadak,1,0
good app,5,2
susah sekali bikin rekening di bank ini kayak ngemis ngemis berulang kali koneksi terputus padahal untuk akses internet lain lancar merasa paling banyak nasabahnya trus sombong susah untuk jadi nasabah elu woyy bang gak cuman elu ajah bangke,1,0
kecewa pollama bca byk penipuanpercuma lapor tapi tidak di tindak lanjuti kembalikan uang saya yg jelas kedebit tp mesin posisi rusak,1,0
sangat baik layanan e bank nua,5,2
very helpful application,5,2
ini ada potongan rp tapi koq ga tercatat di mutasi sih  payah benerin lagi dong aplikasinya kesel gua nih bca ga terbuka kalo ada potongan ga jelas,1,0
the best bank in indonesia,5,2
gabisa didownload,1,0
status sinyal aplikasi saya merah terus kenapa ya mbanking lain bisa berrfungsi normal,1,0
ok siip,5,2
update review harus pake flazz yg berlogo baru biar bisa topup pake app review lama setelah update tidak ada tombol topup flazz,5,2
aplikasi mbanking terbaik sepanjang masaa,5,2
sudah bagus,4,2
good,5,2
customer service makin lama makin mengecewakan sangat buruk sekali customer servicenya cuma pengen liat kode voucher yang tidak terkirim di inbox disuruh kontak pihak sebelah yang pihak sebelah bilang sudah urusan dan salah bank customer servicenya malah suruh saya kontak pihak sebelah lagi padahal sudah salah dan urusan pihak bank karena saya membeli melalui aplikasi bukan dari luar,1,0
good aplication,5,2
maunya pake mbanking supaya gak ribet tapi ini dikit minta verifikasi ulang keterangannya bilang gunakan no hp yg sama pas daftar padahal gak pernah ganti nomor selalu nomor itu yg dipake akses,2,0
ada k saldo gratis,5,2
transaksi tidak dapat diproses  setelah pindah device padahal versi sebelumnya tidak pernah bermasalah update saya belum registrasi ulang dgn otp jadi tidak bisa skrg app sudah dapat dipakai,5,2
keamanan harus lebih ditingkatkan,4,2
buka rekening di tolak dengan alasan ktp ngga keliatan niknya saya terangin pake spidol malah di tolak ,1,0
mayan baguss,5,2
cant verify it says incorrect number no internet connection transaction currently couldnt be processed etc despite having good internet signal  done everything correctly it wasnt like this before am very disappointed,1,0
